FBgn0000479	66519	66518	66521	FBtr0070509,FBtr0333315,FBtr0333316,FBtr0333317,FBtr0070511,FBtr0070513,FBtr0070515,FBtr0333312,FBtr0333313,FBtr0333314,FBtr0070517,FBtr0070518	FBtr0070512,FBtr0070519,FBtr0070520
FBgn0000535	69732	69731	69733	FBtr0303285,FBtr0310014,FBtr0310015,FBtr0073955,FBtr0111009,FBtr0310016	FBtr0303286
FBgn0000535	69734	69733	69735	FBtr0073955,FBtr0111009,FBtr0303286	FBtr0303285,FBtr0310014,FBtr0310015,FBtr0310016
FBgn0000535	69736	69735	69737	FBtr0310015	FBtr0303285,FBtr0073955,FBtr0111009,FBtr0303286,FBtr0310016
FBgn0000535	69748	69747	69749	FBtr0310016	FBtr0111009,FBtr0303286
FBgn0000536	70280	70279	70281	FBtr0308617	FBtr0308618,FBtr0308619
FBgn0000536	70282	70281	70283	FBtr0308617	FBtr0308619
FBgn0000536	70285	70284	70286	FBtr0308618,FBtr0308617	FBtr0074211,FBtr0074212,FBtr0308619,FBtr0074214
FBgn0000541	37913	37915	37910	FBtr0332101	FBtr0072521,FBtr0072522,FBtr0301348,FBtr0332103,FBtr0332104
FBgn0000541	37917	37918	37916	FBtr0072521,FBtr0301348,FBtr0332101,FBtr0332102,FBtr0332103,FBtr0332104,FBtr0072523	FBtr0072522,FBtr0301349
FBgn0000541	37921	37922	37920	FBtr0072521,FBtr0072522,FBtr0301348,FBtr0332101,FBtr0332102,FBtr0332104,FBtr0072523,FBtr0301349	FBtr0332103
FBgn0000541	37924	37925	37923	FBtr0072521,FBtr0072522,FBtr0332102,FBtr0072523	FBtr0301348
FBgn0000546	22487	22488	22486	FBtr0302439,FBtr0086011	FBtr0086012
FBgn0000546	22496	22497	22495	FBtr0086010	FBtr0086009
FBgn0000557	54551	54550	54552	FBtr0085832,FBtr0085833	FBtr0085835,FBtr0085834
FBgn0000565	35418	35417	35419	FBtr0075552	FBtr0075553,FBtr0330177,FBtr0303531,FBtr0330176
FBgn0000578	19690	19689	19691	FBtr0086582	FBtr0100176
FBgn0000578	19696	19695	19697	FBtr0114623	FBtr0086584
FBgn0000578	19699	19698	19700	FBtr0100174,FBtr0086584	FBtr0086582,FBtr0086583,FBtr0100176,FBtr0114623
FBgn0000578	19701	19700	19702	FBtr0086582,FBtr0086583,FBtr0100176,FBtr0086584,FBtr0114623	FBtr0100174
FBgn0000578	19705	19704	19706	FBtr0086584	FBtr0086582,FBtr0086583,FBtr0100176,FBtr0100174,FBtr0114623
FBgn0000579	7658	7659	7657	FBtr0302115	FBtr0077906,FBtr0077909,FBtr0077907,FBtr0077908,FBtr0077905
FBgn0000579	7662	7663	7661	FBtr0077907	FBtr0077908
FBgn0000579	7664	7665	7661	FBtr0077906	FBtr0077905
FBgn0000581	16619	16618	16620	FBtr0330621	FBtr0088140
FBgn0000611	70217	70216	70218	FBtr0333323	FBtr0333322
FBgn0000625	42045	42046	42044	FBtr0075979	FBtr0100170
FBgn0000629	41408	41409	41407	FBtr0334067	FBtr0273338,FBtr0076279
FBgn0000636	5834	5833	5835	FBtr0112805	FBtr0301391
FBgn0000639	42436	42437	42435	FBtr0075750	FBtr0075749
FBgn0000662	25726	25728	25725	FBtr0304697	FBtr0304696
FBgn0000667	72400	72401	72399	FBtr0310657	FBtr0303048,FBtr0310658,FBtr0333801,FBtr0333802,FBtr0310659,FBtr0070343,FBtr0070344,FBtr0070345
FBgn0000667	72410	72411	72403	FBtr0310658,FBtr0333802,FBtr0310659,FBtr0070345	FBtr0303048,FBtr0333801,FBtr0070343
FBgn0000667	72417	72418	72416	FBtr0333801	FBtr0303048
FBgn0000711	68408	68407	68409	FBtr0071446	FBtr0071447,FBtr0333305
FBgn0000719	78246	78247	78245	FBtr0077342,FBtr0333179	FBtr0100538
FBgn0000721	8351	8352	8350	FBtr0089306,FBtr0100363	FBtr0301399,FBtr0089307,FBtr0089309,FBtr0089311,FBtr0089308
FBgn0000721	8356	8357	8355	FBtr0089306,FBtr0089309,FBtr0089308	FBtr0089311
FBgn0000721	8371	8372	8370	FBtr0089304	FBtr0089312
FBgn0000723	56370	56371	56369	FBtr0333296	FBtr0082052,FBtr0333295
FBgn0000808	75192	75193	75191	FBtr0332310	FBtr0309804,FBtr0332308,FBtr0332309
FBgn0000808	75194	75195	75193	FBtr0309804	FBtr0332308,FBtr0332309,FBtr0332310
FBgn0000808	75196	75197	75195	FBtr0332309	FBtr0309804,FBtr0332308,FBtr0332310
FBgn0001087	75606	75607	75605	FBtr0331710,FBtr0308643,FBtr0073842	FBtr0331709
FBgn0001087	75613	75614	75612	FBtr0331709	FBtr0308643
FBgn0001089	9131	9132	9130	FBtr0079230	FBtr0332603
FBgn0001090	77390	77391	77389	FBtr0074658	FBtr0074659
FBgn0001090	77394	77395	77393	FBtr0074656	FBtr0074657
FBgn0001092	70113	70112	70114	FBtr0074113	FBtr0074112,FBtr0332618
FBgn0001098	61542	61543	61541	FBtr0089496,FBtr0089498	FBtr0089497
FBgn0001105	70098	70096	70099	FBtr0074110	FBtr0074107
FBgn0001105	70105	70104	70106	FBtr0074107,FBtr0074106,FBtr0074110,FBtr0074111,FBtr0074108	FBtr0331597
FBgn0001105	70108	70107	70109	FBtr0074110,FBtr0074111,FBtr0331597,FBtr0074108	FBtr0074106
FBgn0001114	3049	3048	3050	FBtr0079726	FBtr0079727
FBgn0001122	16294	16293	16298	FBtr0088268	FBtr0088267
FBgn0001123	21574	21573	21575	FBtr0072143,FBtr0072144	FBtr0072142,FBtr0301411
FBgn0001123	21581	21580	21582	FBtr0072143,FBtr0301411	FBtr0072142,FBtr0072144
FBgn0001125	7729	7730	7728	FBtr0100359	FBtr0077868
FBgn0001128	2011	2010	2012	FBtr0308703	FBtr0333228,FBtr0333229,FBtr0333230,FBtr0079148,FBtr0079146,FBtr0079147
FBgn0001138	55968	55969	55967	FBtr0300040,FBtr0330188	FBtr0081808
FBgn0001139	52717	52716	52720	FBtr0084963	FBtr0084964
FBgn0001139	52728	52727	52729	FBtr0084962,FBtr0084966,FBtr0302952,FBtr0084963,FBtr0084964,FBtr0302951,FBtr0084965	FBtr0305047
FBgn0001142	69	68	70	FBtr0078115	FBtr0078114,FBtr0300568
FBgn0001145	68680	68679	68681	FBtr0073495	FBtr0073496
FBgn0001169	50504	50503	50505	FBtr0083917	FBtr0083916,FBtr0083914
FBgn0001216	35048	35047	35049	FBtr0075761	FBtr0075763
FBgn0001218	75049	75050	75047	FBtr0073610	FBtr0073609
FBgn0001219	48773	48772	48778	FBtr0083055	FBtr0083058
FBgn0001219	48777	48776	48778	FBtr0083056	FBtr0083060
FBgn0001222	27460	27461	27459	FBtr0110965,FBtr0110966	FBtr0086782,FBtr0110964
FBgn0001222	27462	27463	27461	FBtr0110964,FBtr0110966	FBtr0086782,FBtr0110965
FBgn0001228	33734	33733	33735	FBtr0303474	FBtr0303473
FBgn0001234	50842	50841	50843	FBtr0084059,FBtr0084058,FBtr0332373	FBtr0309959
FBgn0001235	56967	56968	56966	FBtr0082255	FBtr0301345,FBtr0301956,FBtr0082256
FBgn0001248	40676	40677	40675	FBtr0076670,FBtr0333058,FBtr0076669	FBtr0114549
FBgn0001250	76735	76736	76734	FBtr0301354,FBtr0301353,FBtr0074357	FBtr0301352
FBgn0001253	33273	33272	33274	FBtr0333057	FBtr0076607,FBtr0076606
FBgn0001256	34904	34903	34905	FBtr0075843	FBtr0075842
FBgn0001263	29141	29142	29140	FBtr0305132	FBtr0071909
FBgn0001269	16638	16637	16639	FBtr0088068,FBtr0088069	FBtr0088067,FBtr0088070
FBgn0001280	63551	63552	63549	FBtr0085595	FBtr0085597
FBgn0001311	55054	55055	55053	FBtr0078800,FBtr0301398	FBtr0078798
FBgn0001316	38057	38058	38056	FBtr0333850	FBtr0110818,FBtr0333852,FBtr0333851,FBtr0072565,FBtr0112808
FBgn0001316	38063	38064	38062	FBtr0333851,FBtr0072565,FBtr0333850,FBtr0112808	FBtr0110818
FBgn0001316	38072	38073	38071	FBtr0110818,FBtr0072565,FBtr0112808	FBtr0333850
FBgn0001319	26097	26098	26096	FBtr0112809	FBtr0329882,FBtr0087465,FBtr0301400,FBtr0112810
FBgn0001319	26099	26100	26098	FBtr0329882	FBtr0112809,FBtr0087465,FBtr0301400,FBtr0112810
FBgn0001319	26101	26102	26100	FBtr0112809,FBtr0087465,FBtr0112810	FBtr0329882,FBtr0301400
FBgn0001319	26103	26104	26102	FBtr0112809,FBtr0087465,FBtr0301400,FBtr0112810	FBtr0329882
FBgn0001319	26105	26106	26104	FBtr0112809,FBtr0087465,FBtr0301400,FBtr0112810	FBtr0329882
FBgn0001624	68636	68635	68637	FBtr0073483,FBtr0333263,FBtr0073488,FBtr0073490,FBtr0112813	FBtr0302114
FBgn0001624	68642	68641	68645	FBtr0073488,FBtr0073484	FBtr0073483,FBtr0073491,FBtr0073492,FBtr0333263,FBtr0073490,FBtr0112813,FBtr0302114,FBtr0301288
FBgn0001624	68646	68645	68647	FBtr0073483,FBtr0073491,FBtr0073492	FBtr0302114
FBgn0001624	68658	68657	68659	FBtr0073485,FBtr0073487,FBtr0073489,FBtr0330390,FBtr0308089,FBtr0333261,FBtr0073486,FBtr0301289,FBtr0333262,FBtr0308088	FBtr0073488,FBtr0073490,FBtr0112813,FBtr0301288,FBtr0112812
FBgn0001942	2046	2045	2047	FBtr0079175,FBtr0307068,FBtr0079177	FBtr0079176,FBtr0079178
FBgn0001987	12361	12362	12360	FBtr0080767	FBtr0080769
FBgn0001989	12350	12351	12349	FBtr0080772	FBtr0080771
FBgn0001991	5266	5265	5267	FBtr0090005,FBtr0090006	FBtr0090004,FBtr0332020,FBtr0090003
FBgn0001991	5269	5268	5270	FBtr0332020	FBtr0090004,FBtr0090005,FBtr0090003,FBtr0090006
FBgn0001991	5283	5282	5284	FBtr0332024,FBtr0090005	FBtr0332020
FBgn0001991	5300	5299	5302	FBtr0332021,FBtr0332023,FBtr0332024,FBtr0332025,FBtr0090004,FBtr0090005,FBtr0332020,FBtr0090006	FBtr0090003
FBgn0001991	5301	5299	5302	FBtr0332022	FBtr0090003
FBgn0002044	6135	6134	6136	FBtr0331325,FBtr0331326	FBtr0081244,FBtr0081245
FBgn0002121	7107	7108	7106	FBtr0078170,FBtr0078171,FBtr0078166,FBtr0078167,FBtr0078168,FBtr0078169,FBtr0306589,FBtr0306590,FBtr0306591,FBtr0306592	FBtr0330655
FBgn0002121	7114	7115	7113	FBtr0078171	FBtr0078170
FBgn0002121	7119	7120	7117	FBtr0306592	FBtr0078168
FBgn0002121	7122	7123	7121	FBtr0078166,FBtr0078167,FBtr0078168,FBtr0306589,FBtr0306590,FBtr0306591,FBtr0306592,FBtr0330655	FBtr0078169
FBgn0002183	38563	38564	38562	FBtr0072864	FBtr0072865
FBgn0002306	46387	46386	46388	FBtr0081571	FBtr0081570
FBgn0002306	46393	46392	46394	FBtr0081570	FBtr0081571
FBgn0002466	42087	42088	42086	FBtr0332643	FBtr0075970
FBgn0002521	65296	65297	65295	FBtr0089204	FBtr0089205
FBgn0002525	1858	1857	1859	FBtr0307059	FBtr0307058
FBgn0002566	7083	7082	7084	FBtr0111123,FBtr0111125,FBtr0333519	FBtr0111124
FBgn0002566	7085	7084	7086	FBtr0111123	FBtr0333518,FBtr0111124,FBtr0111125,FBtr0333519
FBgn0002567	23877	23878	23876	FBtr0089931	FBtr0089930
FBgn0002567	23881	23882	23880	FBtr0089934	FBtr0089932
FBgn0002576	68210	68209	68211	FBtr0071320	FBtr0112814
FBgn0002579	71998	71999	71997	FBtr0070158	FBtr0070156
FBgn0002626	63558	63559	63556	FBtr0114555	FBtr0085593
FBgn0002638	39873	39874	39872	FBtr0077074	FBtr0077075
FBgn0002645	64198	64199	64197	FBtr0085876	FBtr0085875
FBgn0002673	12440	12441	12439	FBtr0331444,FBtr0080855,FBtr0331446	FBtr0331445
FBgn0002709	76873	76874	76872	FBtr0299823	FBtr0100640
FBgn0002709	76875	76876	76874	FBtr0299823	FBtr0100640
FBgn0002772	62936	62937	62935	FBtr0085196,FBtr0331365	FBtr0085195
FBgn0002772	62939	62940	62938	FBtr0331365	FBtr0085195,FBtr0085196
FBgn0002773	63620	63621	63619	FBtr0089747	FBtr0089746
FBgn0002774	22433	22434	22431	FBtr0086030	FBtr0086031
FBgn0002778	35301	35300	35302	FBtr0334065	FBtr0075626,FBtr0114529,FBtr0075627
FBgn0002781	60604	60629	60603	FBtr0084065	FBtr0084060
FBgn0002781	60611	60629	60610	FBtr0084061	FBtr0084067
FBgn0002781	60619	60629	60618	FBtr0084070	FBtr0084071
FBgn0002783	58860	58861	58859	FBtr0083238	FBtr0302550
FBgn0002872	38613	38614	38612	FBtr0072856	FBtr0301465
FBgn0002873	69635	69634	69636	FBtr0308326,FBtr0308325,FBtr0308327,FBtr0308328,FBtr0308329	FBtr0332621
FBgn0002873	69638	69637	69639	FBtr0308326	FBtr0332621
FBgn0002873	69643	69642	69644	FBtr0308328	FBtr0308327,FBtr0308329,FBtr0332622
FBgn0002873	69645	69644	69646	FBtr0308325,FBtr0308327	FBtr0308328,FBtr0332622
FBgn0002887	2957	2956	2958	FBtr0005673	FBtr0005674,FBtr0100473
FBgn0002909	32838	32837	32839	FBtr0076839	FBtr0299690
FBgn0002909	32840	32839	32841	FBtr0299690	FBtr0076839
FBgn0002917	69659	69658	69660	FBtr0112815	FBtr0303764
FBgn0002921	50655	50654	50656	FBtr0089512	FBtr0300191
FBgn0002922	61417	61418	61416	FBtr0084472	FBtr0301445
FBgn0002932	56271	56272	56270	FBtr0082003,FBtr0082001,FBtr0300414	FBtr0082004,FBtr0082002
FBgn0002938	2494	2493	2495	FBtr0079437	FBtr0079436
FBgn0002945	43877	43879	43876	FBtr0075039	FBtr0332649
FBgn0002945	43878	43879	43876	FBtr0332650	FBtr0332649
FBgn0002968	67955	67954	67956	FBtr0305914	FBtr0071209,FBtr0071207,FBtr0301764,FBtr0333522,FBtr0301762
FBgn0002973	3262	3261	3263	FBtr0331292	FBtr0079822
FBgn0003016	12091	12092	12090	FBtr0301494,FBtr0301496	FBtr0114465,FBtr0301495
FBgn0003016	12100	12101	12099	FBtr0114465,FBtr0301496	FBtr0301494,FBtr0301495
FBgn0003023	74070	74071	74069	FBtr0071237,FBtr0071238	FBtr0333147,FBtr0071236,FBtr0333146
FBgn0003023	74076	74078	74075	FBtr0071238	FBtr0071236,FBtr0071237
FBgn0003028	66950	66949	66951	FBtr0070738,FBtr0301914,FBtr0070739,FBtr0100408	FBtr0070740
FBgn0003028	66952	66951	66953	FBtr0070740,FBtr0100408	FBtr0070738,FBtr0301914,FBtr0070739
FBgn0003041	40473	40474	40471	FBtr0076774,FBtr0076772	FBtr0076773,FBtr0112817,FBtr0076771
FBgn0003048	66269	66268	66270	FBtr0332382	FBtr0332381,FBtr0070395
FBgn0003048	66276	66275	66277	FBtr0332382,FBtr0070395	FBtr0332381
FBgn0003053	66849	66848	66850	FBtr0070680	FBtr0100265
FBgn0003067	19483	19482	19484	FBtr0086700	FBtr0086701
FBgn0003068	66393	66392	66394	FBtr0070477	FBtr0332311
FBgn0003071	16114	16113	16115	FBtr0333067	FBtr0088420,FBtr0304925
FBgn0003074	23656	23657	23655	FBtr0088679	FBtr0088680
FBgn0003079	66297	66296	66298	FBtr0333812,FBtr0111025	FBtr0070401
FBgn0003082	15049	15048	15050	FBtr0088839	FBtr0088838
FBgn0003089	43962	43963	43961	FBtr0300340	FBtr0075011
FBgn0003089	43985	43988	43984	FBtr0075013	FBtr0333897
FBgn0003091	18748	18747	18750	FBtr0087048,FBtr0112819	FBtr0305070
FBgn0003091	18751	18750	18752	FBtr0087048,FBtr0112819,FBtr0305070	FBtr0331960,FBtr0087049
FBgn0003093	53558	53557	53559	FBtr0085359	FBtr0301516
FBgn0003137	63065	63066	63064	FBtr0301837,FBtr0301838,FBtr0301839	FBtr0300337
FBgn0003137	63072	63073	63071	FBtr0301837,FBtr0301838	FBtr0301839
FBgn0003159	72601	72602	72599	FBtr0070403	FBtr0070402
FBgn0003162	20391	20390	20392	FBtr0308706	FBtr0071580
FBgn0003165	56294	56296	56293	FBtr0081994	FBtr0333668
FBgn0003165	56295	56296	56293	FBtr0305197	FBtr0333668
FBgn0003165	56306	56307	56304	FBtr0081990	FBtr0081991
FBgn0003174	14773	14772	14774	FBtr0332461	FBtr0332462
FBgn0003174	14777	14776	14778	FBtr0332461	FBtr0332462
FBgn0003174	14782	14781	14783	FBtr0332462	FBtr0332461
FBgn0003174	14784	14783	14785	FBtr0332462	FBtr0332461
FBgn0003187	12772	12773	12771	FBtr0306165	FBtr0080997,FBtr0080996
FBgn0003204	68460	68459	68461	FBtr0332294	FBtr0071494,FBtr0071495
FBgn0003204	68464	68463	68465	FBtr0071494,FBtr0071495,FBtr0332294	FBtr0071496
FBgn0003210	73062	73063	73061	FBtr0301530	FBtr0332290,FBtr0070702
FBgn0003218	69507	69506	69511	FBtr0331717	FBtr0073822
FBgn0003218	69509	69508	69511	FBtr0331716	FBtr0100194
FBgn0003218	69516	69515	69517	FBtr0331717,FBtr0301535,FBtr0331716	FBtr0301532,FBtr0301533,FBtr0301534,FBtr0073822,FBtr0100194,FBtr0100195,FBtr0073823
FBgn0003218	69520	69519	69521	FBtr0331717,FBtr0301532,FBtr0301533,FBtr0301535,FBtr0331716,FBtr0073822,FBtr0100194,FBtr0100195,FBtr0073823	FBtr0301534
FBgn0003218	69523	69522	69524	FBtr0301532	FBtr0331717
FBgn0003218	69527	69522	69528	FBtr0331716	FBtr0073822,FBtr0100194,FBtr0100195
FBgn0003255	11999	12000	11998	FBtr0301918	FBtr0080610
FBgn0003256	30235	30234	30236	FBtr0113701,FBtr0113702	FBtr0329920
FBgn0003256	30238	30237	30239	FBtr0329919	FBtr0113703,FBtr0113701,FBtr0113700,FBtr0113702,FBtr0329920
FBgn0003256	30240	30239	30241	FBtr0329920	FBtr0113703,FBtr0113701,FBtr0113700,FBtr0113702,FBtr0329919
